day_time,count,distance,calorie,speed,recommendation
1650567600000,44,31.839999198913574,1.6700000166893005,3.6990880966186523,6000
1650571200000,10,7.880000114440918,0.33000001311302185,5.299999713897705,6000
1650574800000,3844,2959.14000415802,122.83999943733215,5.116539764404297,6000
1650578400000,0,0.0,0.0,0,6000
1650582000000,8,6.059999942779541,0.28999999165534973,4.799999713897705,6000
1650585600000,46,34.359999656677246,1.6200000047683716,4.399448871612549,6000
1650848400000,0,0.0,0.0,0,6000
1650852000000,0,0.0,0.0,0,6000
1650855600000,0,0.0,0.0,0,6000
1650859200000,0,0.0,0.0,0,6000
1650862800000,0,0.0,0.0,0,6000
1650866400000,0,0.0,0.0,0,6000
1650870000000,0,0.0,0.0,0,6000
1650873600000,0,0.0,0.0,0,6000
1650877200000,0,0.0,0.0,0,6000
1650880800000,0,0.0,0.0,0,6000
1650884400000,84,61.23999881744385,3.180000066757202,4.0784584283828735,6000
1650888000000,333,261.63999605178833,10.420000046491623,5.826909065246582,6000
1650891600000,330,255.17002868652344,10.789996206760406,5.264995574951172,6000
1650895200000,63,46.20999813079834,2.3900000751018524,4.205114364624023,6000
1650898800000,0,0.0,0.0,0,6000
1650902400000,0,0.0,0.0,0,6000
1650906000000,20,14.730000495910645,0.739999994635582,3.946441650390625,6000
1650909600000,0,0.0,0.0,0,6000
1650913200000,1073,826.569993019104,35.65999963879585,5.297669506072998,6000
1650916800000,82,60.89999961853027,3.009999930858612,4.182569980621338,6000
1650920400000,5367,4139.920033216476,169.9099997356534,5.302355686823527,6000
1650924000000,167,124.960000872612,6.399999901652336,4.513133525848389,6000
1650927600000,41,31.480000495910645,1.399999976158142,5.143725872039795,6000
1650931200000,0,0.0,0.0,0,6000
1650934800000,0,0.0,0.0,0,6000
1650938400000,0,0.0,0.0,0,6000
1650942000000,0,0.0,0.0,0,6000
1650945600000,0,0.0,0.0,0,6000
1650949200000,0,0.0,0.0,0,6000
1650952800000,0,0.0,0.0,0,6000
1650956400000,123,92.32000064849854,4.540000110864639,4.398811459541321,6000
1650960000000,78,59.58000183105469,2.5899999141693115,5.199999809265137,6000
1650963600000,0,0.0,0.0,0,6000
1650967200000,0,0.0,0.0,0,6000
1650970800000,0,0.0,0.0,0,6000
1650974400000,81,63.77000045776367,2.509999930858612,5.833711624145508,6000
1650978000000,1794,1430.3500170707703,54.540000438690186,5.939312775929769,6000
1650981600000,0,0.0,0.0,0,6000
1650985200000,0,0.0,0.0,0,6000
1650988800000,0,0.0,0.0,0,6000
1650992400000,2474,1966.6200037002563,77.06999718397856,5.924676537513733,6000
1650996000000,148,109.29999685287476,5.5100001990795135,4.176001071929932,6000
1650999600000,529,411.2500057220459,16.759999841451645,5.21850848197937,6000
1651003200000,0,0.0,0.0,0,6000
1651006800000,3892,2989.3599758148193,123.41999939084053,5.087248643239339,6000
1651010400000,20,15.050000190734863,0.7699999809265137,4.700000286102295,6000
1651014000000,27,20.550000190734863,1.0099999904632568,4.999999523162842,6000
1651017600000,0,0.0,0.0,0,6000
1650416400000,0,0.0,0.0,0,6000
